question_type,question,answer,reasoning_path
pattern_c_team_home_venue,What is the home venue of the team of Koray Avci?,Manisa 19 Mayis Stadium,Koray Avci --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of murat tosun?,Manisa 19 Mayis Stadium,murat tosun --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Celaleddin Koçak?,Manisa 19 Mayis Stadium,Celaleddin Koçak --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Mustafa Kocabey?,Manisa 19 Mayis Stadium,Mustafa Kocabey --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of İlker Avcıbay?,Manisa 19 Mayis Stadium,İlker Avcıbay --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Tayfun Cora?,Manisa 19 Mayis Stadium,Tayfun Cora --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of adem buyuk?,Manisa 19 Mayis Stadium,adem buyuk --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Naci Şensoy?,Manisa 19 Mayis Stadium,Naci Şensoy --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ahmet i̇lhan ozek?,Manisa 19 Mayis Stadium,ahmet i̇lhan ozek --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of mustafa sarp?,Manisa 19 Mayis Stadium,mustafa sarp --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Recep Biler?,Manisa 19 Mayis Stadium,Recep Biler --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sezer badur?,Manisa 19 Mayis Stadium,sezer badur --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of turan arda?,Manisa 19 Mayis Stadium,turan arda --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of birol aksancak?,Manisa 19 Mayis Stadium,birol aksancak --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Bulent Ataman?,Manisa 19 Mayis Stadium,Bulent Ataman --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Coskun Birdal?,Manisa 19 Mayis Stadium,Coskun Birdal --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Yiğit İsmail Gökoğlan?,Manisa 19 Mayis Stadium,Yiğit İsmail Gökoğlan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of yigit incedemir?,Manisa 19 Mayis Stadium,yigit incedemir --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of bülent ertuğrul?,Manisa 19 Mayis Stadium,bülent ertuğrul --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Erman Güraçar?,Manisa 19 Mayis Stadium,Erman Güraçar --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of fatih egedik?,Manisa 19 Mayis Stadium,fatih egedik --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sinan ozkan?,Manisa 19 Mayis Stadium,sinan ozkan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Savas Yilmaz?,Manisa 19 Mayis Stadium,Savas Yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Gurkan Ekren?,Manisa 19 Mayis Stadium,Gurkan Ekren --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sezer öztürk?,Manisa 19 Mayis Stadium,sezer öztürk --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Hasan Ahmet Sari?,Manisa 19 Mayis Stadium,Hasan Ahmet Sari --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Metin Akan?,Manisa 19 Mayis Stadium,Metin Akan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Anil Karaer?,Manisa 19 Mayis Stadium,Anil Karaer --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of mertan caner ozturk?,Manisa 19 Mayis Stadium,mertan caner ozturk --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Ferhat Coekmues?,Manisa 19 Mayis Stadium,Ferhat Coekmues --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of murat karakoc?,Manisa 19 Mayis Stadium,murat karakoc --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Oktay Kuday?,Manisa 19 Mayis Stadium,Oktay Kuday --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Ugur Inceman?,Manisa 19 Mayis Stadium,Ugur Inceman --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of yalçin ayhan?,Manisa 19 Mayis Stadium,yalçin ayhan --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Oguz Sabankay?,Manisa 19 Mayis Stadium,Oguz Sabankay --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Aydin Yilmaz?,Manisa 19 Mayis Stadium,Aydin Yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of bahattin köse?,Manisa 19 Mayis Stadium,bahattin köse --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of zafer şakar?,Manisa 19 Mayis Stadium,zafer şakar --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Barbaros Barut?,Manisa 19 Mayis Stadium,Barbaros Barut --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ümit bozkurt?,Manisa 19 Mayis Stadium,ümit bozkurt --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of İsmail Köse?,Manisa 19 Mayis Stadium,İsmail Köse --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of izzet kaya?,Manisa 19 Mayis Stadium,izzet kaya --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Bayram Olgun?,Manisa 19 Mayis Stadium,Bayram Olgun --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of bekir yilmaz?,Manisa 19 Mayis Stadium,bekir yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of benjamin fuchs?,Manisa 19 Mayis Stadium,benjamin fuchs --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ersen martin?,Manisa 19 Mayis Stadium,ersen martin --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Dilaver Güçlü?,Manisa 19 Mayis Stadium,Dilaver Güçlü --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of berk neziroğluları?,Manisa 19 Mayis Stadium,berk neziroğluları --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of cenk isler?,Manisa 19 Mayis Stadium,cenk isler --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sercan bilinç güvenışık?,Manisa 19 Mayis Stadium,sercan bilinç güvenışık --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_d_player_position_clean,What position does önder özen play?,Goalkeeper,önder özen --[position played on team / speciality]--> Goalkeeper
pattern_d_player_position_clean,What position does çağlar şahin akbaba play?,Goalkeeper,çağlar şahin akbaba --[position played on team / speciality]--> Goalkeeper
pattern_d_player_position_clean,What position does Irfan Can Egribayat play?,Goalkeeper,Irfan Can Egribayat --[position played on team / speciality]--> Goalkeeper
pattern_d_player_position_clean,What position does erhan erentürk play?,Goalkeeper,erhan erentürk --[position played on team / speciality]--> Goalkeeper
pattern_d_player_position_clean,What position does fikret yılmaz play?,Goalkeeper,fikret yılmaz --[position played on team / speciality]--> Goalkeeper
pattern_d_player_position_clean,What position does Burhan Eser play?,Right-half,Burhan Eser --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Bülent Cevahir play?,Right-half,Bülent Cevahir --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Bülent Kocabey play?,Right-half,Bülent Kocabey --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does buelent uygun play?,Right-half,buelent uygun --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Can Bartu play?,Right-half,Can Bartu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Caner Ağca play?,Right-half,Caner Ağca --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does cansu yağ play?,Right-half,cansu yağ --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does musa büyük play?,Right-half,musa büyük --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Mehmet Yilmaz (defender) play?,Right-half,Mehmet Yilmaz (defender) --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mehmet budak play?,Right-half,mehmet budak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mutlu topcu play?,Right-half,mutlu topcu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ömer közen play?,Right-half,ömer közen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Cem Can play?,Right-half,Cem Can --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does cem özdemir (footballer) play?,Right-half,cem özdemir (footballer) --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Cenk Ahmet Alkılıç play?,Right-half,Cenk Ahmet Alkılıç --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does civar cetin play?,Right-half,civar cetin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Timo Cecen play?,Right-half,Timo Cecen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Oguzhan Berber play?,Right-half,Oguzhan Berber --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Özkan Yildirim play?,Right-half,Özkan Yildirim --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Deniz Vural play?,Right-half,Deniz Vural --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Hakin Yakin play?,Right-half,Hakin Yakin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Efecan Karaca play?,Right-half,Efecan Karaca --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Murat Kayalı play?,Right-half,Murat Kayalı --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Samet Bulbul play?,Right-half,Samet Bulbul --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does yusuf kasal play?,Right-half,yusuf kasal --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Merthan Açıl play?,Right-half,Merthan Açıl --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gokhan emreciksin play?,Right-half,gokhan emreciksin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Doğa Kaya play?,Right-half,Doğa Kaya --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does kivanc karakas play?,Right-half,kivanc karakas --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does dursun karatay play?,Right-half,dursun karatay --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does alper kalemci play?,Right-half,alper kalemci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does umut sozen play?,Right-half,umut sozen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Efe Inanc play?,Right-half,Efe Inanc --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Metin Diyadin play?,Right-half,Metin Diyadin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does emrah bassan play?,Right-half,emrah bassan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Emre Nefiz play?,Right-half,Emre Nefiz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does emre colak play?,Right-half,emre colak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ahmet Yılmaz Çalık play?,Right-half,Ahmet Yılmaz Çalık --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Engin Bekdemir play?,Right-half,Engin Bekdemir --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does eray ataseven play?,Right-half,eray ataseven --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does erdem sen play?,Right-half,erdem sen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,"What position does Yeşilyurt, Erdoğan play?",Right-half,"Yeşilyurt, Erdoğan --[position played on team / speciality]--> Right-half"
pattern_d_player_position_clean,What position does Eren Ozen play?,Right-half,Eren Ozen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does rıdvan dilmen play?,Right-half,rıdvan dilmen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Erdal Rakip play?,Right-half,Erdal Rakip --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does erkan taskiran play?,Right-half,erkan taskiran --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does erkan zengin play?,Right-half,erkan zengin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does tarik altuntas play?,Right-half,tarik altuntas --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does deniz turuc play?,Right-half,deniz turuc --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does murat akin play?,Right-half,murat akin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Jakup Jimmy Durmaz play?,Right-half,Jakup Jimmy Durmaz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Suat Kaya play?,Right-half,Suat Kaya --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Okay Yokuslu play?,Right-half,Okay Yokuslu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ali tandogan play?,Right-half,ali tandogan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hakkı tolunay kafkas play?,Right-half,hakkı tolunay kafkas --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does guerhan guersoy play?,Right-half,guerhan guersoy --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ali Riza Sergen Yalcin play?,Right-half,Ali Riza Sergen Yalcin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mehmet özdilek play?,Right-half,mehmet özdilek --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Yusuf Erdogan play?,Right-half,Yusuf Erdogan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does tayfur havutcu play?,Right-half,tayfur havutcu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does faruk gül (footballer) play?,Right-half,faruk gül (footballer) --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Fatih Yilmaz play?,Right-half,Fatih Yilmaz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does fatih yigen play?,Right-half,fatih yigen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does fatih şen play?,Right-half,fatih şen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does fatma kara play?,Right-half,fatma kara --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does goksu turkdogan play?,Right-half,goksu turkdogan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does zafer yelen play?,Right-half,zafer yelen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Zafer Cevik play?,Right-half,Zafer Cevik --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ferhat Kiskanc play?,Right-half,Ferhat Kiskanc --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does feride bakir play?,Right-half,feride bakir --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Filiz Koç play?,Right-half,Filiz Koç --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hakan arslan play?,Right-half,hakan arslan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Alibaz play?,Right-half,Alibaz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ahmet oguz cetin play?,Right-half,ahmet oguz cetin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Onur Tuncer play?,Right-half,Onur Tuncer --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does tufan ozbozkurt play?,Right-half,tufan ozbozkurt --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does cihat çelik play?,Right-half,cihat çelik --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ismail budak play?,Right-half,ismail budak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does muhittin basturk play?,Right-half,muhittin basturk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Levin Mete Öztunali play?,Right-half,Levin Mete Öztunali --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,"What position does onur bulut (footballer, born 1994) play?",Right-half,"onur bulut (footballer, born 1994) --[position played on team / speciality]--> Right-half"
pattern_d_player_position_clean,What position does Onur Karakabak play?,Right-half,Onur Karakabak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Vedat Bora play?,Right-half,Vedat Bora --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ahmet Bahçıvan play?,Right-half,Ahmet Bahçıvan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Burak Altiparmak play?,Right-half,Burak Altiparmak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does okan adil kurt play?,Right-half,okan adil kurt --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does cevad prekazi play?,Right-half,cevad prekazi --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does sueleyman koc play?,Right-half,sueleyman koc --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does doğanay kılıç play?,Right-half,doğanay kılıç --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does oguzhan kayar play?,Right-half,oguzhan kayar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,"What position does Tamer Tuna (footballer, born 1976) play?",Right-half,"Tamer Tuna (footballer, born 1976) --[position played on team / speciality]--> Right-half"
pattern_d_player_position_clean,What position does kubilay aktaş play?,Right-half,kubilay aktaş --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mustafa akçay play?,Right-half,mustafa akçay --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does fuat buruk play?,Right-half,fuat buruk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Mehmet Kara play?,Right-half,Mehmet Kara --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Tuğrul Erat play?,Right-half,Tuğrul Erat --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Metin Sevinc play?,Right-half,Metin Sevinc --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Alper Uludağ play?,Right-half,Alper Uludağ --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Yasin Sülün play?,Right-half,Yasin Sülün --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Gökhan Alsan play?,Right-half,Gökhan Alsan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gokhan erdogan play?,Right-half,gokhan erdogan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gökhan süzen play?,Right-half,gökhan süzen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gökhan öztürk play?,Right-half,gökhan öztürk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does leyla güngör play?,Right-half,leyla güngör --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Güray Vural play?,Right-half,Güray Vural --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does güven varol play?,Right-half,güven varol --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ibrahim halil keser play?,Right-half,ibrahim halil keser --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does erol erdal alkan play?,Right-half,erol erdal alkan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Sinan Keskin play?,Right-half,Sinan Keskin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hasan hakan hacıbektaşoğlu play?,Right-half,hasan hakan hacıbektaşoğlu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hakan söyler play?,Right-half,hakan söyler --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hakan turan play?,Right-half,hakan turan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does halil akbunar play?,Right-half,halil akbunar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does kerim avcı play?,Right-half,kerim avcı --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ahmet sahbaz play?,Right-half,ahmet sahbaz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Erhan Celenk play?,Right-half,Erhan Celenk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hasan batuhan artarslan play?,Right-half,hasan batuhan artarslan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Kenan Karisik play?,Right-half,Kenan Karisik --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does berkan afsarli play?,Right-half,berkan afsarli --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does muhammed ali doğan play?,Right-half,muhammed ali doğan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hasan ayaroglu play?,Right-half,hasan ayaroglu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Irfan Buz play?,Right-half,Irfan Buz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Omer Boncuk play?,Right-half,Omer Boncuk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does selman sevinç play?,Right-half,selman sevinç --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does olcay turhan play?,Right-half,olcay turhan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Sevgi Çınar play?,Right-half,Sevgi Çınar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does elif deniz play?,Right-half,elif deniz --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Helga Nadire İnan Ertürk play?,Right-half,Helga Nadire İnan Ertürk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does reyhan şeker play?,Right-half,reyhan şeker --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Veysel Aksu play?,Right-half,Veysel Aksu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does burak demiregen play?,Right-half,burak demiregen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Emine Ecem Esen play?,Right-half,Emine Ecem Esen --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Burak Can Kalender play?,Right-half,Burak Can Kalender --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mehmet sıddık istemi play?,Right-half,mehmet sıddık istemi --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ibrahim Serdar Aydin play?,Right-half,Ibrahim Serdar Aydin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Huseyin Atalay play?,Right-half,Huseyin Atalay --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does huseyin kala play?,Right-half,huseyin kala --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Huseyin Kalpar play?,Right-half,Huseyin Kalpar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does yücel uyar play?,Right-half,yücel uyar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does damla demirdön play?,Right-half,damla demirdön --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mevlude ozturk play?,Right-half,mevlude ozturk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does İbrahim Tusder play?,Right-half,İbrahim Tusder --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Mehmet Sak play?,Right-half,Mehmet Sak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does sinan tekerci play?,Right-half,sinan tekerci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does muhammed akarslan play?,Right-half,muhammed akarslan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Yunus Emre Yalcin play?,Right-half,Yunus Emre Yalcin --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does sedat özden play?,Right-half,sedat özden --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ali Hamdemir play?,Right-half,Ali Hamdemir --[position played on team / speciality]--> Right-half
