entity_id,name,description
Q42658,harun erdenay,"Hakki Harun Erdenay (born 27 May 1968 in Ankara) (nickname: ""Pegasus"") is a Turkish former professional basketball player, and former President of the Turkish Basketball Federation. As a player, he was famous for his spectacular 3-point shooting. At a height of 1.93 m (6'4"") tall, he played at the shooting guard and small forward positions."
Q42660,haluk yıldırım,"Haluk Yıldırım (born June 25, 1972, in Bursa, Turkey) is a retired Turkish professional basketball player. He is currently the general manager of Beşiktaş men's basketball team."
Q426736,galatasaray s.k. season 2008–09,"The 2008–09 season was Galatasaray's 105th in existence and the 51st consecutive season in the Süper Lig. This article shows statistics of the club's players in the season, and also lists all matches that the club have played in the season."
Q426881,mustafa sarp,"Mustafa Sarp (born November 5, 1980 in Bakırköy, Istanbul, Turkey) is a Turkish footballer who last played for Manisaspor as a midfielder."
Q427128,cemil conk,"Cemil Conk (1873 in Üsküdar – 1963 in Istanbul) was a decorated officer of the Ottoman Army and a general of the Turkish Army. He received as surname the name of Conk Bayırı, where he successfully fought at the Battle of Chunuk Bair (Conk Bayırı in Turkish) during World War I."
Q4285478,etimesgut şekerspor,"Turanspor is a sports club in located in Ankara, Turkey. The football club plays in the Bölgesel Amatör Lig."
Q4300768,gebzespor,"Gebzespor is a Turkish sports club located in Gebze, Kocaeli Province. The football club plays in the TFF Third League.They have a local rivalry with Kocaelispor."
Q430107,Samsunspor,"Samsunspor is a professional Turkish football club located in the city of Samsun. The club was formed through a merger of five clubs: 19 Mayıs, Akınspor, Fener Gençlik, Samsunspor, and Samsunspor Galatasaray. The club colours are red and white, and they play their home matches at Samsun Stadium.The club finished runners-up for the 2. Lig crown in 1968–69, but then yo-yoed between the top two divisions until 1993. The club competed in the UEFA Intertoto Cup in 1997 and 1998, and won the Balkans Cup in 1994."
Q43134,Galatasaray S. K.,"Galatasaray Spor Kulübü (Turkish pronunciation: [ɡaɫatasaˈɾaj ˈspoɾ kulyˈby], Galatasaray Sports Club) is a Turkish sports club based on the European side of the city of Istanbul in Turkey. Most notable for its association football department, the club also consists of various other departments including basketball, wheelchair basketball, volleyball, water polo, handball, athletics, swimming, rowing, sailing, judo, bridge, motorsport, equestrian, and chess. Galatasaray S.K. is among the key members of the Galatasaray Community Cooperation Committee together with Galatasaray University and the prestigious Lycée de Galatasaray.The football team of the club is the only European cup winner team in Turkey, holding the most Turkish League Cups, TSYD Cups, Turkish Super Cups as well as Turkish Cups. Galatasaray won the UEFA Cup against Arsenal F.C. and the UEFA Super Cup against Real Madrid C.F. both in 2000.The club's wheelchair basketball team won the Champions Cup in 2008, 2009, 2011, 2013 and 2014. They also won Kitakyushu Champions Cup and became world champion in 2008, 2009, 2011, and 2012. Galatasaray women's basketball team won the 2013–14 EuroLeague Women and FIBA Eurocup in 2009.Galatasaray men's basketball team claimed their first EuroCup championship after defeating Strasbourg in 2016."
Q432213,Ceyda Aktas,"Ceyda Aktaş (born August 18, 1994 in Ankara, Turkey) is a Turkish female volleyball player. She is 189 cm (6.20 ft) tall at 77 kg (170 lb) and plays in the wing spiker position.Ceyda describes herself as having been hyperactive in her childhood. For this, her parents canalized her to performing sports and dancing. She first began with playing basketball, but left it because she was not interested anymore. Ceyda then learned and performed Latin dances, participating at dance competitions as well. Due to her physique, she was discovered by volleyball coaches Zeycan Acar and Taner Atik, who visited her class in the school while searching for potential volleyballers. At the age of ten, Ceyda began playing volleyball in 2004 as a member of Ankara VakıfBank's girls team.After having played for TVF Sport High School between 2009-2011, she transferred to the Istanbul club VakıfBank Türk Telekom in the 2011-12 season. She returned to her hometown to study at TED University. Ceyda is currently with the TED Ankara Kolejliler. Aktaş debuted in the Turkey girls' youth national volleyball team in 2011 and is currently a member of the Turkey women's junior national volleyball team. She wears number 7."
Q433099,Erhan Senturk,"Erhan Şentürk (born May 4, 1989 in Eminönü, Istanbul, Turkey), is a Turkish professional footballer who currently plays for Samsunspor. Erhan is a product of Galatasaray's youth system."
Q433109,hayrettin yerlikaya,Hayrettin Yerlikaya (born 13 August 1981) is a Turkish footballer who last played as a left back for Sivasspor in the Süper Lig.
Q43387,Archbishopric of Adrianopolis,"Edirne [eˈdiɾne], historically known as Adrianople (Latin: Hadrianopolis, Greek / Ancient Greek: Adrianoupoli / -polis, founded by the Roman emperor Hadrian on the site of a previous Thracian settlement named Uskudama), is a city in the northwestern Turkish province of Edirne in the region of East Thrace, close to Turkey's borders with Greece and Bulgaria. Edirne served as the third capital city of the Ottoman Empire from 1369 to 1453, before Constantinople (present-day Istanbul) became the empire's fourth and final capital between 1453 and 1922. The city's estimated population in 2014 was 165,979."
Q4346527,eda okyay,"Kuşadası minibus bombing occurred on July 16, 2005, when a minibus carrying locals and tourists to the town's famous ""Ladies Beach"" exploded in Kuşadası, Turkey. Five people, four women and one man, were killed in the blast.The Kurdish group PKK was initially suspected of carrying out the bombing but they denied being involved in the attack. A suspect was arrested in İstanbul on 8 April 2006.Years later Kurdish terrorist Mehmet Sirac Keskin was found guilty of causing the atrocity, by a Turkish court and ordered to serve six life sentences. Keskin admitted being a member of the terrorist organisation PKK.He used a mobile phone to activate the explosive device he had planted under a seat of the bus."
Q434929,Altay Izmir,"Altay Spor Kulübü is a professional Turkish football club based in the city of İzmir, Turkey. Formed in 1914, Altay are nicknamed Büyük Altay (Great Altay). The club colours are black and white, and they play their home matches at the İzmir Atatürk Stadium.Domestically, the club has finished third place for the Süper Lig three times and have won the Turkish Cup twice. They hold the record for most İzmir Football League titles with 14. They are the most successful İzmir-based club with 16 championships in various competitions.Collecting 24 points of first halve of 1969–70 season in undefeated 15 games with 9 wins and 6 draws, Altay SK is one of four non-champion clubs that topped the first halve of 1. Lig ladder, along with İstanbul Başakşehir F.K. in 2016–17, Kocaelispor in 1992–93, and Sivasspor in 2007–08 and 2008–09."
Q4353979,anıl koç,Anıl Koç (born 29 January 1995) is a Turkish footballer who last played as a left midfielder for Antalyaspor.
Q435749,fehmi alpay özalan,"Fehmi Alpay Özalan (born 29 May 1973) is a Turkish former footballer, football manager and politician. He last worked as the manager of Samsunspor.He played 90 international games for Turkey between 1995 and 2005, making him Turkey's seventh-most capped player of all time. This included performances at two European Championships and the 2002 World Cup, in which he was selected for the Team of the Tournament."
Q437021,paris pismis,"Marie Paris Pişmiş de Recilas (Armenian: Պարիս Փիշմիշ, 30 January 1911 – 1 August 1999) was an Armenian-Mexican astronomer.Pişmiş was born Mari Sukiasyan (Armenian: Մարի Սուքիասյան) in 1911, in Ortaköy, Istanbul. She completed her high school studies at Üsküdar American Academy. In 1937, she became the first woman to get a Ph.D. from the Science Faculty of Istanbul University. Her advisor was Erwin Finlay Freundlich. Later, she went to Harvard University where she met her future husband Félix Recillas, a Mexican mathematician. They settled in Mexico, and she became the first professional astronomer in Mexico. According to Dorrit Hoffleit, ""she is the one person most influential in establishing Mexico’s importance in astronomical education and research"".For more than 50 years she worked at UNAM which awarded her a number of prizes including the ""Science Teaching Prize"".Pişmiş studied among others the kinematics of galaxies, H II nebulae, the structure of open star clusters and planetary nebulae. She compiled the catalogue Pismis of 22 open clusters and 2 globular clusters in the southern hemisphere.In 1998, she published an autobiography entitled ""Reminiscences in the Life of Paris Pişmiş: a Woman Astronomer"". She died in 1999. According to her wish, she was cremated. Her daughter Elsa is an astrophysicist."
Q43710,mp antalyaspor,"Antalyaspor is a Turkish professional football club located in the city of Antalya. The club's colours are red and white. They play their home matches at the Antalya Arena. In Turkey, the club won the First League twice in 1982 and 1986 and finished as runners-up for the Turkish Cup in 2000."
Q438822,alper akçam,Alper Akçam (born 1 September 1987 in Bad Kreuznach) is a German-born Turkish footballer who currently plays for Manisa BB.
Q438836,Gülçin Ergül,"Gülçin Ergül (born 30 October 1985) is a Turkish singer.Among her recent works are the maxi single Bir Tanecik Aşkım which was released in early 2015, and its first music video which was made for the song bearing same title. Following the success of ""Bir Tanecik Aşkım"" on digital platforms, she released her new single ""Harabeyim"" on 1 April 2016, which was written and composed by İskender Paydaş."
Q4391544,gürer aykal,"Gürer Aykal (born 1942, Eskişehir, Turkey) is a Turkish conductor and Adjunct Professor at Bilkent University. He has been the musical director and principal conductor of the Borusan Istanbul Philharmonic Orchestra since 1999."
Q440361,Rukiye Yildirim,"Rukiye Yıldırım (born February 12, 1991 in Ankara) is a European champion Turkish female taekwondo practitioner competing in the finweight division.She began with Taekwondo in 2002 in Kanka Taekwondo S.K. in Ankara, where she is coached by Hızır Pınaroğlu. She is representing her country at international events since 2007.Rukiye Yıldırım won a bronze medal at the 2011 World Taekwondo Championships held in Gyeongju, South Korea. She is the gold medalist of 2010 European Taekwondo Championships in finweigth.She won the silver medalist in the Flyweight (49kg) division at the 2013 Mediterranean Games held in Mersin, Turkey."
Q440846,Mevlut Erdinc,"Mevlüt Erdinç (surname spelt Erding in France; born 25 February 1987) is a footballer who plays for the Turkish club Antalyaspor as a forward.Born in France to Turkish parents, he spent most of his career in his country of birth, recording 295 games and 92 goals in Ligue 1. He won the Coupe de France in 2007 and 2010, with Sochaux and Paris Saint-Germain respectively, and also represented Rennes, Saint-Étienne, Guingamp and Metz in France's highest division.Erdinç played for France at under-17 level before switching to Turkey from under-19 onwards. He made his senior debut for the latter in March 2008 and represented them at UEFA Euro 2008, in which they were semi-finalists."
Q44118,hamit altintop,"Hamit Altıntop (Turkish pronunciation: [haˈmit aɫˈtɯntop], born 8 December 1982) is a Turkish professional footballer who last played for SV Darmstadt 98. He is a versatile midfielder who can play either in a defending or attacking role and on both flanks, known for his creative flair and long-range shooting ability. He is the identical twin brother of footballer Halil Altıntop, who was born 10 minutes after Hamit.Altıntop was part of the Turkey squad that reached the semi-finals of Euro 2008. After the tournament he was voted as part of the 23-man Team of the tournament awards. He won the 2010 FIFA Puskás Award for scoring the best goal of the season in a UEFA Euro 2012 qualifying match against Kazakhstan in a 3–0 win for his country."
Q4411967,Abdullah al-Turki,"Doger Sevdet (Russian: Догер Севдет), more commonly known as Abdulla Kurd (sometimes Abdullah Kurd), and also known as Abdullah al-Turki or Salauddin, was a Kurdish Islamist militant fighting in Chechnya. Kurd was the top deputy to Saudi-born field commander Muhannad, the fourth Emir of the Arab Mujahideen in Chechnya. Following Muhannad's capture and assassination near the village of Serzhen-Yurt on 21 April 2011, Kurd assumed his position according to the Russian National Anti-Terrorist Committee. He was killed by Russian security forces in the Cheberloevsky area of Chechnya on 3 May 2011."
Q441580,emre gungor (turkish footballer),Fehmi Emre Güngör (born 1 August 1984) is a Turkish footballer. Güngör plays as a defender. He was part of the Turkey squad that reached the semi-finals of Euro 2008.
Q4420722,Siranush,"Merope Sahaki Kantarjian (Armenian: Մերոպէ Սահակի Գանթարճեան) Siranuysh or Siranush or Siranoush (Armenian: Սիրանոյշ) was born on May 25, 1857, in Constantinople and died on June 10, 1932, in Cairo) at the age of 75, and was buried in the Armenian Cemetery alongside the tomb of the famous Armenian satirist, Yervant Odian. Siranush was a famous ethnic Armenian actress, one of the few whose work is tied to an entire era of theatrical history. Her artistic career started in 1873 in the theatres of Constantinople. In 1897 she moved to Transcaucasus and played in Tiflis, Yerevan, Baku and other towns with her group. She also visited Russia, Balkans and Egypt. Among her best roles were: Ophelia and Hamlet, Desdemona, Lady Macbeth (Shakespeare), Rouzan (Muratsan's ""Rouzan"") and others.The legend of Siranush has been living in the memories of the Armenian people for over a century. Her name went down in the history of Armenian theater as a norm and a height that was not reached. This remarkably talented actress was one of the few artists who helped Armenian arts reach world fame through her career.The French are fortunate to have perpetuated great French actress Sarah Bernhardt through film production in the 1910s. The Italians are also fortunate because they were wise enough to show their genius Eleonora Duse to the world through the production of one film. Siranush lived longer than her aforementioned contemporaries, she died in 1932. But Siranush was an actress who represented a small nation with no statehood and her compatriots were being subjected to acts of violence as in the genocide of 1895 and the Armenian Genocide and Death Marches of 1915.Merobe Kantarjian, the real name of Siranush, was the pride and glory of Armenian theater. She was born in Constantinople in 1857 and began to pursue her career in theater from the age of 16. Siranush started out as an actress and later an opera singer for the Armenian theater companies in her hometown. Siranush’s sister, the late Astghik (Amber Kantarjian), was also a talented actress and singer.After the Turkish sultan issued a decree banning Armenian plays in Turkey in 1878, Siranush moved to Tiflis (nowadays Tbilisi) and worked in the local Armenian theater companies. She then moved on to other Armenian-populated residences and often managed her own theatre companies. She occasionally joined Constantinople-based Armenian theater companies and more often played the major roles in the plays put on in Tiflis and Baku. After the death of renowned Armenian actor Petros Adamyan, Siranush became the bright individual who sparked interest among Armenian spectators towards theater again.The mature, blonde and charming Siranush played nearly 300 roles in the best plays of Armenian, Russian and European authors. Some of her best roles included Marguerite Gauthier in “The Lady of the Camellias” by Dumas son, Medea in “Medea”, Zeynab in “Betrayal” by Yuzhin, Ophelia in “Hamlet” by Shakespeare, Teresa in “Sister Teresa” by Camoletti, Johanna d’Arc in Schiller’s “Maid of Orleans”, Kruchinina in “Guilty without Guilt” by Ostrovski and others. Siranush was the first female actress in the world who played the role of Hamlet and was gifted with the exceptional power of personification. She not only played the role, but “lived” and “relived” and was almost like Eleonora Duse, despite the fact that critics compared Siranush more with Sarah Bernhardt. This always angered Siranush and on one occasion she wrote the following:“…Why does my small Armenian nation want to incorporate the persona of another actress in me for appreciation? Those who compare me with Sarah Bernhardt do not have the right to praise my hard work with that of another. Why was I supposed to be the Sarah Bernhardt of Armenians? After all, I showed all my sacrifice and feelings with love to my Armenian people as Mrs. Siranush.”"
Q442755,Orhan Şam,Orhan Şam (born 1 June 1986) is a Turkish football player who most recently played for Bodrum Belediyesi Bodrumspor. He generally plays as a right back but can also play as a centre back.
Q442764,Erhan Güven,"Erhan Güven (born 15 May 1982 in Ankara, Turkey) is a Turkish football defender."
Q442766,Neslihan Yiğit,"Neslihan Yiğit (born February 26, 1994) is a Turkish badminton player. The 178 cm (5.84 ft) tall athlete plays right-handed and is coached by Çağatay Taşdemir at Egospor club of Ankara Metropolitan Municipality."
Q44332,Kemal Kilicdaroglu,"Kemal Kılıçdaroğlu (pronounced [ceˈmal kɯɫɯtʃˈdaɾoːɫu] (listen); born Kemal Karabulut, 17 December 1948) is a Turkish social democratic politician. He is leader of the CHP (""Republican People's Party"") and has been Leader of the Main Opposition in Turkey since 2010. He served as a Member of Parliament for İstanbul's second electoral district from 2002 to 2015 and as an MP for İzmir's second electoral district as of 7 June 2015.Before entering politics, Kılıçdaroğlu was a civil servant and served as the President of the Social Insurance Institution (SSK) from 1992 to 1996 and again from 1997 to 1999. He was elected to Parliament in the 2002 general election and became the CHP's parliamentary group leader. In the 2009 local elections, he was nominated as the CHP candidate for the Mayor of İstanbul and lost to the AKP (""Justice and Development Party"") with 37% of the vote, where the candidate from the AKP got 44.71% of the votes.  He was elected deputy chairman of the Socialist International on 31 August 2012.After Deniz Baykal resigned as the party's leader in 2010, Kılıçdaroğlu announced his candidacy and was unanimously elected unopposed as the leader of the CHP. He was seen as likely to breathe new life into the CHP. Although the CHP saw a subsequent increase in its share of the vote, it didn't win any elections."
Q443881,sefa yılmaz,"Sefa Yılmaz (born 14 February 1990) is a Turkish footballer, who plays as a midfielder for Turkish club Boluspor."
Q444318,Buruk Okan,"Okan Buruk (born 19 October 1973) is a Turkish former international footballer who is currently the manager of Süper Lig club İstanbul Başakşehir. Who played in the midfielder position. He played for Galatasaray, Internazionale, Beşiktaş, and İstanbul Büyükşehir Belediyespor. He also won 56 caps with the Turkey national football team."
Q444341,Didier Six,"Didier Six (born 21 August 1954) is a former French international footballer. He played as a winger and he earned 52 caps and scored 13 goals for the France national football team. He played in the 1978 FIFA World Cup and the 1982 FIFA World Cup, and was also part of the winning team at Euro 84. He also acquired Turkish citizenship in order to play as a neutral player at Galatasaray. He played with his Turkish citizenship at Galatasaray as Dündar Siz and won Turkish First League championship with Galatasaray in 1987–88 season. Six was signed by the Togolese Football Federation as coach for the Togo national football team in November 2011.He became manager of Mauritius in January 2015 and was fired in May 2015 following a suspension for poor behaviour during the 2015 COSAFA Cup.In April 2018 he was one of 77 applicants for the vacant Cameroon national team job."
Q444822,rıdvan şimşek,Rıdvan Şimşek (born 17 January 1991) is a Turkish professional footballer who plays as a right wingback.
Q444853,Furkan Aydin,Furkan Aydın (born 22 February 1991) is a Turkish footballer who plays for Ofspor.
Q444939,Rasim Kara,"Rasim Kara (born 10 June 1950), is a former Turkey international football goalkeeper and manager. He is one of the sportsmen who served Turkish side Beşiktaş both as a player and coach."
Q4450209,taksim stadı,"Taksim Stadium (Turkish: Taksim Stadı) was the first football stadium in Istanbul, Turkey. Originally the 19th century Taksim Artillery Barracks (Taksim Topçu Kışlası) it was transformed into a stadium in 1921 and was located next to today's Taksim Square. The ground was the home of all major football clubs in Istanbul, including Galatasaray, Fenerbahçe and Beşiktaş. The stadium had a seating capacity of around 8,000. It was closed in 1939 and demolished in 1940, during the formation of Taksim Square. The site was converted to a public park, named the Taksim Gezi Parkı.The first game of the Turkish national football team was played at the Taksim Stadium against Romania on October 26, 1923, and ended in a 2–2 draw, with both goals of Turkey scored by Zeki Rıza Sporel."
Q445496,hakan aslantaş,"Hakan Aslantaş (born 26 August 1985 in Nürtingen, Germany) is a Turkish footballer. He currently plays as a defender for Eskişehirspor in the Spor Toto Süper Lig."
Q445507,emre güral,Emre Güral (born 5 April 1989) is a Turkish footballer who currently plays as a forward for Eskişehirspor.
Q4458545,sinan ayranci,"Sinan Ayrancı (born 9 July 1990 in Sweden, Stockholm) is a Turkish-Swedish footballer currently playing for FK Bosna 08 in the Swedish amateur division. He previously played for Hammarby Fotboll and IF Brommapojkarna in Sweden and Gençlerbirliği in the Turkcell Super League.He played for the Sweden national under-19 football team during 2009."
Q446169,Serdar eylik,Serdar Eylik (born 1 February 1990) is a Turkish professional footballer who currently plays as a winger for Ankara Demirspor.
Q446506,Kadir Bekmezci,Kadir Bekmezci (born 5 July 1985) is a Belgian professional footballer of Turkish descent who plays as an attacking midfielder for Turkish First League club Elazığspor.
Q4467672,erdinç türksever,"Erdinç Türksever (born November 30, 1985) is an alpine skier from Turkey.  He competed for Turkey at the 2010 Winter Olympics  and in 2011 World Alpine Ski Championships in Garmisch-Partenkirchen. He finished the Giant Slalom 65th. Despite not finishing the qualification race for the slalom, he was reprieved as Turkey's representative for the final race, and managed to finish it 48th out of 78 classed competitors."
Q4469924,Istanbullu,"Buket Uzuner (born 3 October 1955, Ankara, Turkey) is a Turkish writer, author of novels, short stories and travelogues. Travel Literature She studied biology and environmental science and has conducted research and presented lectures at universities in Turkey, Norway, the United States, and Finland. Her fiction has been translated into eight languages, including Spanish, English, Italian, Greek, Romanian, Hebrew, Korean, and Bulgarian.Buket Uzuner travels as ""solo woman backpacker"" since 1980s including ""inter-rail"" tours in Europe and in three other continents while keep writing her travel memoirs. Her first travelogue The Travel Notes of A Brunette was published in 1988 and sold more than 300.000 copies. Uzuner wrote two more travel books as Travel Notes of An Urban Romantic which questions the meaning of exoticism and New York Logbook which are all collected lately in Travel Library of Buket UzunerIn 2013 her novel İstanbullular is published in United States by Dalkey Archive Press with the title of I Am Istanbul translated into English by Kenneth J. Dakan She is also celebrating in 2013 the 22nd year's anniversary of her first novel İki Yeşil Susamuru, Anneleri, Babaları, Sevgilileri ve Diğerleri (Two Green Otters, Mothers, Fathers, Lovers and All the Others) translated by Alex Dawe with its 50th edition which sold over 1 million copies in Turkey and already a contemporary classic.Uzuner's books have been on the Turkish best-seller lists since 1992. They are taught in a number of Turkish universities and high schools.In 1993, Buket Uzuner was awarded Turkey's Yunus Nadi prize for the novel The Sound of Fishsteps, and in 1998 Mediterranean Waltz was named novel of the year by the University of Istanbul. She was made an honorary member of the International Writing Program, IWP of University of Iowa in 1996. She was also honored with a certificate of appreciation from the Senate of Middle East Technical University; METU in 2004.She has referred to Turkish poet and novelist Attilâ İlhan, and Cervantes, Dostoyevski, Doris Lessing, Turkish woman writer Sevgi Soysal as major influences on her work."
Q447191,Altinordu Spor Kulubu,"Altınordu Futbol Kulübü (formerly known as Altınordu Spor Kulübü) is a football club based in İzmir, Turkey. It was founded in 1923 as a breakaway from Altay SK. Team colours are red and navy. The club also had a basketball team and played in Turkish Basketball League. They won the league in the 1966–67 season. Currently the club focuses on youth development of local talent."
Q448297,Ayhan Akman,"Ayhan Akman (Turkish pronunciation: [ajhan akman], born 23 February 1977) is a retired Turkish footballer who last played for Galatasaray. He is currently the assistant manager of Galatasaray."
Q4501316,Aykut Ozer,Aykut Özer (born 1 January 1993) is a Turkish footballer who plays as a goalkeeper for Fortuna Sittard in the Dutch Eredivisie.
Q4511004,Turkish Figure Skating Championships,"Turkish Figure Skating Championships (Turkish: Artistik Buz Pateni Türkiye Şampiyonası) are  held annually to determine the figure skating champions of Turkey. Medals may be awarded in the disciplines of men's singles, ladies' singles, ice dancing, and synchronized skating, although not every discipline is held every year due to a lack of participants. The event is organized by the Turkish Ice Skating Federation, the sport's national governing body."
Q4515355,Chechil,"Chechil (Armenian: Չեչիլ) is a brine string cheese that originated in Armenia. It has a consistency approximating that of mozzarella or sulguni and is produced in the form of dense strings, rolled up in a figure eight of thick braid-shaped ropes.Chechil is one of the cheeses produced in the Armenian Highlands and is also called husats or tel. It is a kneaded or pulled cheese, and the art of the cheese-maker is in stretching it thin so that it yields a ""chicken-breast texture"". The cheese is often sold braided in thick ropes. Curd is given a hot whey bath, than kneaded and stretched to the desirable, pliable consistency. In the Western world, chechil panir is often called Armenian or Syrian cheese. Armenian refugees who settled in Syria after the Armenian Genocide of 1915 introduced it in the country. In Turkey, checil is called çeçil or tel peyniri, and is widely popular being specifically produced in Erzurum and in Ardahan. In Russia, it is very popular as a pairing to beer in bars.Chechil is matured in brine and often smoked before consumption. It is sometimes mixed with farmer cheese or various hard cheeses, and is stored in jars or wine skins.Nutrient content:fat — 5-10%water — 58-60%salt — 4-8%Because of its low fat content chechil is often used as diet food."
Q452042,Mehmet Aksoy,"Mehmet Aksoy (born 1939) is a Turkish sculptor, called the ""Anatolian Michelangelo"". His sculptures often contain sensual figurative elements, but he is strongly rooted in a modernist sensibility with strong conceptual and abstract elements in his work. He works primarily in stone but also incorporates other material, fusing metal or differing stones in a single sculpture. He presently resides and works in a studio of his own dramatic design on the outskirts of Istanbul."
Q45220,Afyon Province,"Afyonkarahisar Province (Turkish: Afyonkarahisar ili), also called more simply Afyon Province, is a province in western Turkey.Adjacent provinces are Kütahya to the northwest, Uşak to the west, Denizli to the southwest, Burdur to the south, Isparta to the southeast, Konya to the east, and Eskişehir to the north. The provincial capital is Afyonkarahisar. It covers an area of 14.230 km², and the population is about 706.371 (2014 est)."
Q452203,Gulcan Mingir,"Gülcan Mıngır (pronounced [ˈɟyldʒan ˈmɯnɡɯɾ]; born May 21, 1989 in Döğer, İhsaniye, Afyonkarahisar Province, Turkey) is a Turkish female middle distance runner specialized in 3000 m steeplechase. She was a member of Fenerbahçe Athletics Club before she transferred to Üsküdar Belediyespor. She is coached by İhsan Alptekin. Mıngır is 1.65 m (5 ft 5 in) tall and weighs53 kg (117 lb).Currently, Gülcan Mıngır is a student of physical education and sports at Dumlupınar University in Kütahya.She is the gold medalist of the 3000 m steeplechase event at the 2011 European Athletics U23 Championships held in Ostrava, Czech Republic.Gülcan Mıngır qualified to participate at the 2012 Summer Olympics.At the 2013 Mediterranean Games held in Mersin, Turkey, she won the bronze medal in the 3000 m st event."
Q452971,Azize Tanrikulu,"Azize Tanrıkulu (born February 9, 1986 in Ankara, Turkey) is a Turkish taekwondo athlete, who competed in the Women's 57 kg class at the 2008 Summer Olympics held in Beijing, China and won the silver medal. She lost the final match against Lim Su-Jeong by 0-1. She is competing for the İstanbul Büyükşehir Belediyesi S.K.. She studied at Akdeniz University.She graduated from physical education and sports at Akdeniz University. Her brother, Bahri Tanrıkulu is Turkey National Team member in Taekwondo and Olympic silver medalist, and her sister-in-law is Tina Morgan, an Australian former Olympic taekwondo competitor."
Q453951,Korcan Celikay,Korcan Çelikay (born 31 December 1987) is a Turkish professional football goalkeeper who currently plays for Ankaragücü.
Q453996,veysel cihan,"Veysel Cihan (born 4 February 1976) is a retired Turkish professional football player who played as a striker.He played for the Turkey A2 national football team four times, scoring zero goals."
Q454386,Doruk Cetin,"Doruk Çetin (15 May 1987, Istanbul), Turkish film director, film producer, photographer, actor.He is the nephew of film director Sinan Cetin and Muhsin Ertugrul who had important contributions to both Turkish theatre and Turkish cinema. He had established Vodvil Management and Miasma Film located in Istanbul & Los Angeles. He shows activities in Hollywood with participation of make-up artist Jason Lotfi who had worked with such artists like Madonna and Ben Stiller.Doruk Çetin starred in a feature film titled Yankee Go Home starring Leelee Sobieski, Jeroen Krabbé, Mehmet Aslan and Omur Arpaci, directed by his uncle Sinan Cetin.He produced and directed the TV show Garaj in Fox Turkey channel. The show focuses on getting a messy car in Garaj workshop, renovating it and giving it away to a lucky audience chosen through SMS. He also produced and directed Extreme-G in CNN Turk channel starring famous Turkish rockstar Hayko Cepkin."
Q454410,murat duruer,"Murat Duruer (born 15 January 1988) is a Turkish professional footballer who most recently played for Turkish TFF First League club İstanbulspor. He plays as a left winger.Murat Duruer earned his first cap for Turkey on 5 March 2014, in a friendly match against Sweden."
Q454456,amanos mountains,"The Nur Mountains (Turkish: Nur Dağları, ""Mountains of Holy Light""), formerly known as Alma-Dağ or the ancient Amanus (Ancient Greek: Ἁμανός), is a mountain range in the Hatay Province of south-central Turkey, which runs roughly parallel to the Gulf of İskenderun.The range reaches a maximum elevation of 2,240 m (7,350 ft) and divides the coastal region of Cilicia from inland Syria. The highest peak is Bozdağ Dağı. A major pass through the mountains known as the Syrian Gates or Belen Pass is located near the town of Belen. Another pass known as the Bahçe Pass or Amanic Gates is farther north.The specific term ""Mount Amanus"" is referred to by ancient writers, it was also used in 1976, to described the position where Iris kirkwoodiae was found. It was later called Alma-Dağ or Alma Dug; though its exact location within the range is unclear, it may at times refer to Belen Pass."
Q4546967,10th !f Istanbul AFM International Independent Film Festival,"The 10th !f Istanbul AFM International Independent Film Festival was a film festival held in Istanbul, Turkey, from February 17 to 27, 2011, and in Ankara, Turkey from March 2 to 6, 2011. 85 films were screened in 17 different categories at Beyoğlu AFM Fitaş, Caddebostan AFM Budak, AFM İstinye Park, and  Cinebonus Maçka G-Mall in Istanbul. Chilean director Alejandro Jodorowsky was in attendance as guest of honour at the festival, which included the first ever Turkish theatrical screening of his Santa Sangre (1989). British director Chris Morris was also in attendance to present his debut feature Four Lions (2009).This edition of the AFM International Independent Film Festival, which opened on February 16 with a gala screening of Womb directed by Benedek Fliegauf, held its opening party, featuring a live set by Jim Stanton, at The Hall club in Beyoğlu on February 18.The Sundance Institute hosted nine film screenings, a screenwriting panel, a panel on Sundance Lab and an interactive case study on how the full circle of the Institute works, featuring American screenwriters Bill Wheeler and Wesley Strick, Israeli director Etgar Keret and several of the institute's directors at this edition of the festival as part of the Film Forward program initiated under the incentive of U.S. President Barack Obama.Other features of the festival included two performances of director Sam Green's live cinema Utopia in 4 Movements supported by the U.S. State Department, a one-off showing of Hamo Beknazarian's Zare (1926) with live accompaniment by Kurdish harpist Tara Jaff, and the !f 2: Istanbul Live project, initiated last year in cooperation with MUBI, simultaneously screened five festival films in 25 cities across the region."
Q455926,muhammed ildiz,Muhammed Ildiz (born 14 May 1991) is an Austrian footballer who plays as a midfielder.
Q4561818,1925-26 Istanbul Football League,"The 1925–26 İstanbul Football League season was the 19th season of the league. Galatasaray SK won the league for the 8th time. The tournament was single-elimination, not league as in the past."
Q4561989,1926–27 Istanbul Football League,The 1926–27 İstanbul Football League season was the 20th season of the league. Galatasaray SK won the league for the 9th time.
Q4562355,1928–29 istanbul football league,The 1928–29 İstanbul Football League season was the 21st season of the league. Galatasaray SK won the league for the 10th time.
Q4562540,1929–30 istanbul football league,The 1929–30 İstanbul Football League season was the 22nd season of the league. Fenerbahçe SK won the league for the 5th time.
